Date,Affiliate,Clicks,GrossSales,Voids,NetSales,NumberofSales,ManualCredits,Commissions,Conversion,EPC,AverageOrder,AffiliateID,Organization,Website,NumbSales,NumbLeads,NumbTwoTier,NumbBonuses,NumbPayPerCall,NumbLeapFrog,SaleCommissions,LeadCommissions,TwoTierCommissions,BonusCommissions,PayPerCallCommissions,LeapFrogCommissions,TransactionFees
22/03/2021,1238556-YIELDKIT GmbH-yieldkit.com,6,$0.00 ,0,$0.00 ,0,0,$0.00 ,0,$0.00 ,$0.00 ,1238556,YIELDKIT GmbH,yieldkit.com,0,0,0,0,0,0,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
22/03/2021,213636-SurfMyAds.com-www.promocodes.com,4,$0.00 ,0,$0.00 ,0,0,$0.00 ,0,$0.00 ,$0.00 ,213636,SurfMyAds.com,www.promocodes.com,0,0,0,0,0,0,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
22/03/2021,1413766-LinkGains (HK) Limited-www.hotdeals.com,4,$0.00 ,0,$0.00 ,0,0,$0.00 ,0,$0.00 ,$0.00 ,1413766,LinkGains (HK) Limited,www.hotdeals.com,0,0,0,0,0,0,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
22/03/2021,1772040-Meredith Corporation-www.realsimple.com/,4,$0.00 ,0,$0.00 ,0,0,$0.00 ,0,$0.00 ,$0.00 ,1772040,Meredith Corporation,www.realsimple.com/,0,0,0,0,0,0,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
22/03/2021,136482-Vertive LLC (Offers.com LLC.)-offers.com,3,$0.00 ,0,$0.00 ,0,0,$0.00 ,0,$0.00 ,$0.00 ,136482,"Vertive, LLC (Offers.com, LLC.)",offers.com,0,0,0,0,0,0,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
22/03/2021,1140999-Chichihaha Limited-www.couponbirds.com,3,$0.00 ,0,$0.00 ,0,0,$0.00 ,0,$0.00 ,$0.00 ,1140999,Chichihaha Limited,www.couponbirds.com,0,0,0,0,0,0,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
22/03/2021,1242889-RIZKNOWS LLC-www.rizknows.com,3,$0.00 ,0,$0.00 ,0,0,$0.00 ,0,$0.00 ,$0.00 ,1242889,RIZKNOWS LLC,www.rizknows.com,0,0,0,0,0,0,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
22/03/2021,2029250-CNN Interactive Group-www.cnn.com/cnn-underscored/,3,$0.00 ,0,$0.00 ,0,0,$0.00 ,0,$0.00 ,$0.00 ,2029250,CNN Interactive Group,www.cnn.com/cnn-underscored/,0,0,0,0,0,0,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
22/03/2021,193744-shareasaleaffnl@rmn.com-www.retailmenot.com,2,$0.00 ,0,$0.00 ,0,0,$0.00 ,0,$0.00 ,$0.00 ,193744,shareasaleaffnl@rmn.com,www.retailmenot.com,0,0,0,0,0,0,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
22/03/2021,721112-For Me To Coupon-www.fmtc.co,2,$0.00 ,0,$0.00 ,0,0,$0.00 ,0,$0.00 ,$0.00 ,721112,For Me To Coupon,www.fmtc.co,0,0,0,0,0,0,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
22/03/2021,745788-digidip GmbH-digidip.net,2,$0.00 ,0,$0.00 ,0,0,$0.00 ,0,$0.00 ,$0.00 ,745788,digidip GmbH,digidip.net,0,0,0,0,0,0,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
22/03/2021,930703-Antifragile Fit-antifragile.fit,2,$0.00 ,0,$0.00 ,0,0,$0.00 ,0,$0.00 ,$0.00 ,930703,Antifragile Fit,antifragile.fit,0,0,0,0,0,0,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
22/03/2021,1372745-SavvyShop-savvyshopworld.com,2,$0.00 ,0,$0.00 ,0,0,$0.00 ,0,$0.00 ,$0.00 ,1372745,SavvyShop,savvyshopworld.com,0,0,0,0,0,0,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
22/03/2021,2316883-HigherDOSE LLC-higherdose.com/,2,$0.00 ,0,$0.00 ,0,0,$0.00 ,0,$0.00 ,$0.00 ,2316883,HigherDOSE LLC,higherdose.com/,0,0,0,0,0,0,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
22/03/2021,154911-CouponCabin LLC-www.couponcabin.com,1,$0.00 ,0,$0.00 ,0,0,$0.00 ,0,$0.00 ,$0.00 ,154911,"CouponCabin, LLC",www.couponcabin.com,0,0,0,0,0,0,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
22/03/2021,318676-Capital Intellect Inc.-www.befrugal.com,1,$0.00 ,0,$0.00 ,0,0,$0.00 ,0,$0.00 ,$0.00 ,318676,"Capital Intellect, Inc.",www.befrugal.com,0,0,0,0,0,0,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
